Comment,Sentiment Score,QR Sentiment,Entity Sentiments
"This app wont allow me past the first page. Continue icon does not work so I cannot enter the code. Have reinstalled app several times. App support has given no help although I reported the problem . My phone is Samsung J3. It works on my husband's phone which is older",-0.5,N/A,"app:-0.8999999761581421, page:0, phone:0, icon:-0.800000011920929, app:0.10000000149011612, times:0, code:-0.20000000298023224, App support:-0.8999999761581421, help:-0.8999999761581421, problem:-0.800000011920929, J3:0, husband:0, phone:0, Samsung:0, "
"I am an Isle of Wight resident. I think my wife may have binned my code. Can I get a new one?",-0.10000000149011612,N/A,"resident:0, Isle of Wight:0, wife:0, one:0, code:-0.10000000149011612, "
"App was easy to download and set up using the code provided in my letter, its also good to be able to see the risk level in my area I'll update as I use the app",0.800000011920929,N/A,"App:0.8999999761581421, code:0.699999988079071, letter:0.20000000298023224, area:0.20000000298023224, app:0.699999988079071, risk level:0.30000001192092896, "
"How is this STILL not available to the general public???? Really, really poor. Shambles from the start and still is. Costing us all our health and livelihoods ??",-0.5,N/A,"STILL:-0.6000000238418579, public:0, Shambles:0, start:0, health:-0.10000000149011612, livelihoods:-0.20000000298023224, "
"The fact it's invitation only. Downloaded it to find out I can't have. Half arsed government we have",-0.20000000298023224,N/A,"invitation:-0.10000000149011612, Half:-0.10000000149011612, government:-0.30000001192092896, "
"Unable to put on work phone as I've already downloaded onto my private phone, I need it on my work phone as I visit lots of different properties each day, I don't take my private phone into work jobs",-0.4000000059604645,N/A,"work phone:0, phone:0, work phone:0, lots:-0.10000000149011612, phone:0, work jobs:0, properties:-0.10000000149011612, "
"Will not let me check in anywhere. Always says something went wrong",-0.800000011920929,N/A,"anywhere:-0.20000000298023224, something:-0.8999999761581421, "
"Disappointed to find this is for certain people as the app is trialing. Downloaded after watching How to avoid a 2nd wave on TV where it is showed as a new 2nd attempt at track and trace. Not complaining to app but with all this mixed info around its no wonder we are all confused. How do I become a ...",-0.30000001192092896,N/A,"people:-0.10000000149011612, app:-0.699999988079071, wave:-0.10000000149011612, TV:0, info:-0.10000000149011612, track:-0.10000000149011612, trace:-0.10000000149011612, attempt:-0.10000000149011612, wonder:0, app:-0.699999988079071, "
"The emails from the NHS could do a better job of highlighting the access codes, since they do waffle on quite a bit and we're all busy. Assuming you did read your email carefully and collected the one-time code, the app seems to work very nicely. The visual design is great.",0.30000001192092896,N/A,"emails:0, access codes:0, NHS:-0.10000000149011612, job:0.5, waffle:0, bit:0, email:0, app:0.699999988079071, design:0.8999999761581421, code:0, "
"Makes no sense. They ask you to type in a code and you get it via letter or email but when you download it, it doesn't ask for an email so they can email you a code. If they want people to use it then they need it to be MORE user friendly.",-0.699999988079071,N/A,"sense:-0.8999999761581421, code:0, email:0, email:0, letter:0, people:0, user friendly:-0.10000000149011612, code:0, "
"Clowns, it's all over media that this is available so thought best install. It doesn't say in the description that it's invite only! As my wife is on the "extremely high risk list" it would be extremely helpful to have this especially when they expect the schools to open. Oh well having a competent ...",0,N/A,"Clowns:0.10000000149011612, media:0, schools:0, wife:0, description:0, risk list:-0.20000000298023224, competent:0.699999988079071, "
"None of the codes in my letter are valid. I am an isle of Wight resident with a 2 year old smartphone.",-0.5,N/A,"codes:-0.5, None:-0.6000000238418579, letter:0, isle of Wight:0, smartphone:0, resident:0, "
"Still unusable. Was hoping I could use the app to scan a QR code at the last place we all ate out at. But only avaible to selected people with an invite. How can you test an app without people joining. I bet this one gets scrapped as well like the Isle of Wight one. Looks like it has potential but n...",-0.5,0,"people:0, app:0, QR code:0, app:0, invite:0, place:0, Looks:0.10000000149011612, Isle of Wight:0.10000000149011612, one:-0.4000000059604645, "
"been to plenty of places in yorkshire nhs track and trace doesnt scan and doesnt help finding the correct track and trace app",-0.800000011920929,N/A,"plenty:0.10000000149011612, places:0.30000001192092896, yorkshire nhs track:-0.10000000149011612, doesnt:-0.699999988079071, doesnt scan:-0.6000000238418579, track:0, app:-0.4000000059604645, trace:-0.30000001192092896, help:-0.800000011920929, "
"Useless thus far. When will it go live for the general populous so that the UK can have something other countries have had for a long time?",0,N/A,"Useless:0, UK:0, countries:0, something:0, "
"Seems easy to navigate and intuitive. Will have to see how effective it is in terms of tracing/ notifications. I'm not sure it's a good idea to show people the risk level of their area. It could easily lead people to become complacent and not follow the rules on the basis they in a low risk area, de...",-0.10000000149011612,N/A,"idea:-0.10000000149011612, people:0, people:-0.10000000149011612, terms:0, area:0, tracing/ notifications:0, basis:0, rules:-0.10000000149011612, risk area:0, risk level:0, "
"Unable to download to my wife's Samsung J5 2016 phone. She would use the app if it was available to her, but she isn't going out to upgrade her phone just for an app. Not everyone can afford to upgrade to the latest phone just to load an app. If you want a true representation, this app should be ava...",-0.6000000238418579,N/A,"wife:-0.10000000149011612, app:-0.10000000149011612, Samsung:-0.4000000059604645, phone:0, J5 2016:-0.30000001192092896, app:-0.10000000149011612, phone:0, app:-0.10000000149011612, app:-0.30000001192092896, everyone:-0.10000000149011612, representation:0.30000001192092896, phone:-0.4000000059604645, "
"Installed and runs without any drama on my Huawei P20 Mate Pro. There's not a lot of interaction possible - I'm yet to come across a 'check-in' QR code. Battery usage is negligible (0.35%) I had to take a few steps to allow the app. to run in the background, without being killed, but that's somethin...",-0.20000000298023224,0,"drama:0.4000000059604645, Huawei P20 Mate Pro:0.20000000298023224, lot:-0.10000000149011612, somethin:-0.10000000149011612, Battery usage:-0.20000000298023224, QR code:0, interaction:-0.10000000149011612, app:-0.20000000298023224, background:0, steps:0, "
"I downloaded the app 3 times waited for emails 2 / 3 days and nothing, there is no place I could find to log an email or postal address Deleted",-0.800000011920929,N/A,"app:-0.699999988079071, times:-0.4000000059604645, emails:-0.4000000059604645, place:-0.8999999761581421, nothing:-0.800000011920929, email:-0.20000000298023224, address:-0.30000001192092896, "
"Looks great to me, but can I alter my post code?",0.30000001192092896,N/A,"post code:0, "
"I don't have the most up to date smartphone which meant downloading app wasn't straight forward. Not sure how an older person who is more unsure with technology than me would cope. Also I put my postcode in the app but when I visited outside that area the tracker didn't follow me and couldn't change...",-0.800000011920929,N/A,"smartphone:-0.30000001192092896, person:-0.20000000298023224, app:-0.30000001192092896, technology:-0.20000000298023224, area:-0.10000000149011612, tracker:-0.8999999761581421, app:-0.800000011920929, postcode:-0.10000000149011612, "
"It doesn't work I can't check into venues it's constantly stuck on my home post code even when I've been on holiday it also tells me I live in a high risk area when I don't all in all it doesn't work. I was only using official NHS qr code posters at various venues the answer above the answer below j...",-0.5,0,"venues:-0.30000001192092896, home post code:-0.5, risk area:-0.5, qr code posters:0, venues:0, answer:0, answer:0, NHS:0, "
"Easy to install on Samsung S7 and S10 but could benefit with more functionality, especially checking into locations. Currently the app relies on establishments signing up to and displaying a QR code. It would be helpful if we could manually input locations for places that haven't yet signed up. This...",0,0,"Samsung S7:0, S10:0.30000001192092896, functionality:0.800000011920929, locations:0.10000000149011612, places:0, app:-0.30000001192092896, QR code:0, establishments:0, locations:0, "
"I have installed the app its saying I can't use the app because it either a company phone which is isnt or another app is running the same technology. Tell me why this is.",-0.6000000238418579,N/A,"app:-0.30000001192092896, app:-0.4000000059604645, company phone:-0.20000000298023224, app:-0.20000000298023224, technology:-0.10000000149011612, "
"How do I get my code?",-0.10000000149011612,N/A,"code:0, "
"Need more places to actually have the NHS QR code to scan. At the moment nowhere I have been has had a NHS QR code to scan across Newham. So the app doesn't know where I have been. Therefore this makes it fairly redundant. I leave my details with places I visit but that has no impact on what the off...",-0.5,0,"places:-0.10000000149011612, NHS:0, QR code:0, details:0, QR code:0, places:0, Newham:0, app:-0.800000011920929, impact:-0.30000001192092896, off:0, "
"I haven't received my code where do I find it I haven't received email with my code either I also work in a Supermarket",-0.800000011920929,N/A,"code:-0.10000000149011612, email:-0.30000001192092896, Supermarket:-0.10000000149011612, code:-0.10000000149011612, "
"I'm British but live in a Covid high risk country (Spain) and thought I'd do my bit when visiting the UK just in case I have it without symptoms but later find out I have the virus. However, without the code (as I don't live in the UK) I can't log into this app and be tracked.",-0.4000000059604645,N/A,"British:0, Covid:0, risk country:0, bit:0, case:0, symptoms:0, virus:-0.4000000059604645, Spain:0, app:-0.4000000059604645, code:-0.10000000149011612, "
"I just had an Instagram advert promote this app which isn't available for general use, doesn't work anyway and is a privacy nightmare.",-0.800000011920929,N/A,"app:-0.800000011920929, advert:-0.800000011920929, use:-0.20000000298023224, Instagram:-0.6000000238418579, privacy nightmare:-0.8999999761581421, "
"Doesn't work on Huawei P30 pro",-0.800000011920929,N/A,"Huawei:-0.10000000149011612, "
"The QR scanner doesn't work at any venue I have tried on the isle of wight, so I cant actually sign in anywhere!! It makes it a pointless feature. The rest of the app works as the old app did, which is great. Please sort ot the QR code scanner",-0.4000000059604645,-0.30000001192092896,"QR scanner:-0.8999999761581421, venue:-0.20000000298023224, isle of wight:-0.10000000149011612, anywhere:-0.10000000149011612, feature:-0.8999999761581421, rest:0.699999988079071, app:0.8999999761581421, QR code scanner:-0.30000001192092896, app:0.8999999761581421, "
"Good",0.800000011920929,N/A,""
"Unable to run, requires some "code". I'll give this app more stars when it gets a bit more user-friendly but uninstalling it for now.",-0.699999988079071,N/A,"app:-0.30000001192092896, code:-0.5, stars:-0.10000000149011612, "
"Downloaded and installed improved app. Opened and pressed continue but nothing happens so cannot put in code Original app worked fine.",0,N/A,"app:0.800000011920929, nothing:-0.6000000238418579, app:0.6000000238418579, code:0, "
"As others have mentioned I too had no problems in finding the code, all people need to do is take their time and carefully read through any correspondence that's been sent and you'll find it's as easy as pie. All told it took less than 2 minutes to get everything downloaded, installed and activated ...",0.5,N/A,"people:0.10000000149011612, others:0, correspondence:0.10000000149011612, code:0.10000000149011612, problems:0.800000011920929, pie:0.4000000059604645, everything:0.10000000149011612, All:0, "
"It won't take the first part of my postcode and I'm with an invite.. i put e1 and it accepted it but my postcode is e13 and it won't accept it. Now its freezing and I can't get out of this",-0.699999988079071,N/A,"postcode:-0.4000000059604645, part:0, e1:-0.10000000149011612, invite:0, freezing:-0.8999999761581421, "
"Where can I get a code? The instructions is not clear",-0.4000000059604645,N/A,"code:0, instructions:-0.800000011920929, "
"App downloaded quickly and easily. It gave me information on my local area risk level. Should be another useful tool to help keep my friends and family safe",0.5,N/A,"App:0.8999999761581421, area risk level:0, information:0.20000000298023224, friends:0.4000000059604645, family:0.30000001192092896, tool:0.8999999761581421, "
